"Department","Name","No.","Date/Time","Location ID","ID Number","VerifyCode","CardNo"
"OUR COMPANY","775","775","1/23/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","775","775","1/23/2024 5:06 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","775","775","1/24/2024 8:49 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","775","775","1/24/2024 5:12 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/26/2023 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/26/2023 6:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/27/2023 8:49 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/27/2023 5:57 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/28/2023 8:23 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/28/2023 5:02 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/28/2023 5:03 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/30/2023 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/30/2023 7:16 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/31/2023 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","12/31/2023 8:07 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/1/2024 8:51 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/1/2024 6:03 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/1/2024 8:41 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/2/2024 8:54 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/2/2024 5:56 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/3/2024 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/3/2024 5:28 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/4/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/4/2024 5:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/9/2024 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/9/2024 7:31 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/10/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/10/2024 5:44 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/11/2024 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/11/2024 5:05 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/13/2024 9:05 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/13/2024 6:48 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/14/2024 8:31 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/14/2024 6:17 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/15/2024 8:52 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/15/2024 6:05 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/16/2024 9:01 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/16/2024 6:26 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/17/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/17/2024 5:30 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/18/2024 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/18/2024 5:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/20/2024 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/20/2024 6:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/21/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/21/2024 6:02 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/22/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/22/2024 6:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/23/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/23/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/23/2024 5:26 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/24/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/24/2024 5:20 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","847","847","1/24/2024 8:20 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/26/2023 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/26/2023 5:19 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/27/2023 8:49 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/27/2023 6:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/28/2023 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/28/2023 5:54 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/30/2023 5:42 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/31/2023 8:52 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","12/31/2023 6:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/1/2024 8:51 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/1/2024 6:01 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/2/2024 8:54 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/2/2024 5:36 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/3/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/3/2024 5:30 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/4/2024 9:02 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/4/2024 5:38 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/9/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/9/2024 5:51 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/10/2024 9:02 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/10/2024 6:22 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/11/2024 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/11/2024 7:24 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/13/2024 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/13/2024 6:48 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/14/2024 8:54 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/15/2024 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/15/2024 6:50 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/16/2024 9:01 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/16/2024 5:03 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/17/2024 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/17/2024 7:05 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/18/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/18/2024 5:09 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/20/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/20/2024 5:35 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/21/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/21/2024 7:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/22/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/22/2024 5:10 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/23/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/23/2024 5:06 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/24/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/24/2024 5:15 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1003","1003","1/24/2024 5:55 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","12/26/2023 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","12/26/2023 5:45 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","12/27/2023 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","12/27/2023 6:10 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","12/28/2023 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/2/2024 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/3/2024 8:52 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/3/2024 5:27 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/4/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/4/2024 6:07 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/9/2024 9:04 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/9/2024 6:31 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/10/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/10/2024 5:29 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/11/2024 8:46 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/13/2024 8:48 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/14/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/14/2024 6:33 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/15/2024 9:11 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/15/2024 6:32 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/16/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/18/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/18/2024 5:02 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/20/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/20/2024 5:17 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/21/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/21/2024 5:16 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/22/2024 6:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/23/2024 8:41 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/23/2024 5:40 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","1345","1345","1/24/2024 8:16 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/26/2023 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/26/2023 5:08 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/27/2023 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/27/2023 6:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/28/2023 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/28/2023 5:17 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/30/2023 8:55 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/30/2023 5:52 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/31/2023 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","12/31/2023 5:23 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/1/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/1/2024 6:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/2/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/2/2024 5:28 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/3/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/3/2024 5:11 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/3/2024 5:29 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/4/2024 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/4/2024 5:17 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/9/2024 8:54 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/9/2024 5:21 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/10/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/10/2024 5:45 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/11/2024 8:55 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/11/2024 5:07 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/14/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/14/2024 4:59 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/14/2024 5:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/15/2024 8:52 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/15/2024 5:13 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/16/2024 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/16/2024 5:34 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/17/2024 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/17/2024 5:34 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/18/2024 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/18/2024 5:07 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/20/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/20/2024 5:19 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/21/2024 8:50 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/21/2024 5:37 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/22/2024 8:54 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/22/2024 5:14 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/23/2024 8:54 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/23/2024 5:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/24/2024 8:51 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80029","80029","1/24/2024 5:08 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/26/2023 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/26/2023 6:44 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/27/2023 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/27/2023 6:14 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/28/2023 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/28/2023 5:12 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/30/2023 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/30/2023 5:53 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/31/2023 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","12/31/2023 6:08 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/1/2024 8:42 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/1/2024 6:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/2/2024 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/2/2024 5:39 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/3/2024 8:46 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/3/2024 5:12 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/4/2024 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/9/2024 8:46 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/9/2024 6:14 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/10/2024 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/10/2024 6:14 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/11/2024 8:55 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/11/2024 7:24 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/11/2024 7:27 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/17/2024 6:08 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/18/2024 9:02 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/18/2024 6:33 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/21/2024 8:36 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/21/2024 5:56 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/22/2024 8:47 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/22/2024 6:20 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/23/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/23/2024 7:06 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/24/2024 9:04 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80055","80055","1/24/2024 5:58 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/26/2023 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/26/2023 5:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/27/2023 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/27/2023 5:09 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/28/2023 8:58 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/28/2023 5:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/31/2023 8:53 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","12/31/2023 5:18 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/1/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/1/2024 5:15 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/2/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/2/2024 5:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/3/2024 8:55 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/3/2024 5:28 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/9/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/9/2024 5:01 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/10/2024 8:59 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/10/2024 5:02 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/11/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/11/2024 5:03 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/17/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/17/2024 5:02 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/24/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80059","80059","1/24/2024 5:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/26/2023 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/26/2023 5:19 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/27/2023 9:08 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/27/2023 5:39 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/27/2023 5:45 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/28/2023 8:44 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/28/2023 5:08 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/28/2023 5:09 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/30/2023 5:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/31/2023 8:46 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","12/31/2023 5:52 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/2/2024 8:47 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/2/2024 7:30 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/3/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/3/2024 5:29 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/3/2024 5:30 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/4/2024 9:02 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/4/2024 5:07 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/4/2024 5:29 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/9/2024 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/9/2024 6:14 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/10/2024 9:02 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/10/2024 5:43 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/11/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/11/2024 5:39 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/13/2024 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/13/2024 6:55 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/14/2024 8:49 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/15/2024 8:56 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/15/2024 7:33 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/16/2024 8:51 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/16/2024 8:03 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/17/2024 8:48 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/17/2024 7:06 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/18/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/18/2024 5:10 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/20/2024 9:01 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/20/2024 5:34 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/21/2024 9:00 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/21/2024 5:35 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/22/2024 9:23 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/22/2024 5:10 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/23/2024 9:12 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/23/2024 6:26 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/24/2024 9:03 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/24/2024 5:37 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80062","80062","1/24/2024 5:38 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","12/26/2023 9:13 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","12/26/2023 5:04 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","12/27/2023 8:49 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","12/27/2023 5:20 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/3/2024 8:57 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/3/2024 5:02 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/10/2024 9:02 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/10/2024 6:23 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/14/2024 9:07 AM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/14/2024 5:00 PM","104","","FP/PW/RF/FACE",""
"OUR COMPANY","80063","80063","1/15/2024 9:03 AM","104","","FP/PW/RF/FACE",""
